Localización;Edad;Sexo;Causa De Muerte O Lesión;Porcentaje Del Total Muertes 2017;Variación Porcentual Anual Muertes 2010-2017
Alemania;10 a 20 años;Hombres;Other cardiovascular and circulatory diseases;0,02165;0,08881
Alemania;10 a 20 años;Hombres;Chronic obstructive pulmonary disease;0,15222;0,15483
Alemania;10 a 20 años;Hombres;Pneumoconiosis;0,02447;-0,10594
Alemania;10 a 20 años;Hombres;Asthma;0,15876;0,02964
Alemania;10 a 20 años;Hombres;Interstitial lung disease and pulmonary sarcoidosis;0,05127;0,15623
Alemania;10 a 20 años;Hombres;Other chronic respiratory diseases;0,07658;0,13636
Alemania;10 a 20 años;Hombres;Cirrhosis and other chronic liver diseases;0,14658;-0,0569
Alemania;10 a 20 años;Hombres;Appendicitis;0,06696;0,09456
Alemania;10 a 20 años;Hombres;Paralytic ileus and intestinal obstruction;0,15393;0,05476
Alemania;10 a 20 años;Hombres;Inguinal, femoral, and abdominal hernia;0,09964;-0,15504
Alemania;10 a 20 años;Hombres;Inflammatory bowel disease;0,01736;0,18131
Alemania;10 a 20 años;Hombres;Vascular intestinal disorders;0,07294;-0,1048
Alemania;10 a 20 años;Hombres;Gallbladder and biliary diseases;0,09715;0,19345
Alemania;10 a 20 años;Hombres;Pancreatitis;0,14708;-0,12781
Alemania;10 a 20 años;Hombres;Other digestive diseases;0,15037;-0,03356
Alemania;10 a 20 años;Hombres;Alzheimer's disease and other dementias;0,08212;0,01984
Alemania;10 a 20 años;Hombres;Parkinson's disease;0,09696;0,1257
Alemania;10 a 20 años;Hombres;Epilepsy;0,02901;-0,16708
Alemania;10 a 20 años;Hombres;Multiple sclerosis;0,0049;-0,14596
Alemania;10 a 20 años;Hombres;Motor neuron disease;0,02536;0,04166
Alemania;10 a 20 años;Hombres;Other neurological disorders;0,08199;-0,0511
Alemania;10 a 20 años;Hombres;Schizophrenia;0,12635;0,01611
Alemania;10 a 20 años;Hombres;Alcohol use disorders;0,14488;0,10855
Alemania;10 a 20 años;Hombres;Drug use disorders;0,00191;0,02533
Alemania;10 a 20 años;Hombres;Depressive disorders;0,04096;0,07691
Alemania;10 a 20 años;Hombres;Bipolar disorder;0,15451;-0,11525
Alemania;10 a 20 años;Hombres;Anxiety disorders;0,08736;-0,1508
Alemania;10 a 20 años;Hombres;Eating disorders;0,10015;-0,04171
Alemania;10 a 20 años;Hombres;Autism spectrum disorders;0,05772;-0,10677
Alemania;10 a 20 años;Hombres;Attention-deficit/hyperactivity disorder;0,15359;-0,1637
Alemania;10 a 20 años;Hombres;Conduct disorder;0,11735;-0,05876
Alemania;10 a 20 años;Hombres;Idiopathic developmental intellectual disability;0,04091;-0,04861
Alemania;10 a 20 años;Hombres;Other mental disorders;0,10022;0,07815
Alemania;10 a 20 años;Hombres;Diabetes mellitus;0,05009;0,1715
Alemania;10 a 20 años;Hombres;Acute glomerulonephritis;0,12577;0,04834
Alemania;10 a 20 años;Hombres;Chronic kidney disease;0,06674;-0,07431
Alemania;10 a 20 años;Hombres;Urinary diseases and male infertility;0,06644;-0,1591
Alemania;10 a 20 años;Hombres;Gynecological diseases;0,03089;-0,02512
Alemania;10 a 20 años;Hombres;Hemoglobinopathies and hemolytic anemias;0,04403;0,14791
Alemania;10 a 20 años;Hombres;Endocrine, metabolic, blood, and immune disorders;0,10069;0,00556
Alemania;10 a 20 años;Hombres;Rheumatoid arthritis;0,02675;-0,08357
Alemania;10 a 20 años;Hombres;Osteoarthritis;0,02494;0,17516
Alemania;10 a 20 años;Hombres;Low back pain;0,0653;0,15535
Alemania;10 a 20 años;Hombres;Neck pain;0,0823;0,03496
Alemania;10 a 20 años;Hombres;Gout;0,01877;0,19141
Alemania;10 a 20 años;Hombres;Other musculoskeletal disorders;0,11312;-0,09673
Alemania;10 a 20 años;Hombres;Congenital birth defects;0,06264;-0,08278
Alemania;10 a 20 años;Hombres;Dermatitis;0,10899;-0,13254
Alemania;10 a 20 años;Hombres;Psoriasis;0,00474;0,02082
Alemania;10 a 20 años;Hombres;Scabies;0,10488;0,15788
Alemania;10 a 20 años;Hombres;Fungal skin diseases;0,07695;-0,1722
Alemania;10 a 20 años;Hombres;Viral skin diseases;0,01965;0,06847
Alemania;10 a 20 años;Hombres;Acne vulgaris;0,12209;0,12408
Alemania;10 a 20 años;Hombres;Alopecia areata;0,14445;-0,15085
Alemania;10 a 20 años;Hombres;Pruritus;0,05112;0,06355
Alemania;10 a 20 años;Hombres;Urticaria;0,01233;-0,10685
Alemania;10 a 20 años;Hombres;Decubitus ulcer;0,1509;0,14017
Alemania;10 a 20 años;Hombres;Other skin and subcutaneous diseases;0,00021;0,05137
Alemania;10 a 20 años;Hombres;Age-related and other hearing loss;0,14835;0,18742
Alemania;10 a 20 años;Hombres;Other sense organ diseases;0,15902;-0,10955
Alemania;10 a 20 años;Hombres;Oral disorders;0,03518;-0,02868
Alemania;10 a 20 años;Hombres;Sudden infant death syndrome;0,10059;0,0441
Alemania;10 a 20 años;Hombres;Road injuries;0,03538;-0,08582
Alemania;10 a 20 años;Hombres;Other transport injuries;0,11261;-0,01509
Alemania;10 a 20 años;Hombres;Falls;0,11365;-0,14402
Alemania;10 a 20 años;Hombres;Drowning;0,1464;-0,12009
Alemania;10 a 20 años;Hombres;Fire, heat, and hot substances;0,05687;-0,03285
Alemania;10 a 20 años;Hombres;Poisonings;0,1046;0,13467
Alemania;10 a 20 años;Hombres;Exposure to mechanical forces;0,09804;0,16722
Alemania;10 a 20 años;Hombres;Adverse effects of medical treatment;0,08411;0,04274
Alemania;10 a 20 años;Hombres;Animal contact;0,06004;0,11711
Alemania;10 a 20 años;Hombres;Foreign body;0,13417;0,13744
Alemania;10 a 20 años;Hombres;Other unintentional injuries;0,09499;0,13717
Alemania;10 a 20 años;Hombres;Self-harm;0,11431;-0,10259
Alemania;10 a 20 años;Hombres;Interpersonal violence;0,08207;0,18125
Alemania;10 a 20 años;Hombres;Exposure to forces of nature;0,05174;0,18785
Alemania;10 a 20 años;Hombres;Environmental heat and cold exposure;0,07909;0,07003
Alemania;10 a 20 años;Hombres;Ebola;0,07298;-0,07381
Alemania;10 a 20 años;Hombres;Executions and police conflict;0,13279;0,07839
Alemania;10 a 20 años;Hombres;Zika virus;0,10036;-0,0173
Alemania;10 a 20 años;Hombres;Guinea worm disease;0,11954;-0,11465
Alemania;10 a 20 años;Hombres;Conflict and terrorism;0,12939;0,1614
Alemania;10 a 20 años;Hombres;Typhoid and paratyphoid;0,00927;0,07098
Alemania;10 a 20 años;Hombres;Invasive Non-typhoidal Salmonella (iNTS);0,1218;0,04191
Alemania;10 a 20 años;Hombres;Headache disorders;0,10275;-0,15959
Alemania;10 a 20 años;Hombres;Bacterial skin diseases;0,12403;-0,05221
Alemania;10 a 20 años;Hombres;Blindness and vision impairment;0,02416;0,11572
Alemania;10 a 20 años;Hombres;Upper digestive system diseases;0,01761;0,12435
Alemania;20 a 30 años;Mujeres;Tuberculosis;0,04843;0,11384
Alemania;20 a 30 años;Mujeres;HIV/AIDS;0,01618;0,16528
Alemania;20 a 30 años;Mujeres;Diarrheal diseases;0,1245;-0,07363
Alemania;20 a 30 años;Mujeres;Other intestinal infectious diseases;0,10215;-0,00712
Alemania;20 a 30 años;Mujeres;Lower respiratory infections;0,05762;0,11456
Alemania;20 a 30 años;Mujeres;Upper respiratory infections;0,15275;-0,07815
Alemania;20 a 30 años;Mujeres;Otitis media;0,12828;-0,01834
Alemania;20 a 30 años;Mujeres;Meningitis;0,06523;-0,04082
Alemania;20 a 30 años;Mujeres;Encephalitis;0,1482;0,07505
Alemania;20 a 30 años;Mujeres;Diphtheria;0,08334;-0,11263
Alemania;20 a 30 años;Mujeres;Whooping cough;0,06686;0,16663
Alemania;20 a 30 años;Mujeres;Tetanus;0,01162;0,08643
Alemania;20 a 30 años;Mujeres;Measles;0,05453;0,07605
Alemania;20 a 30 años;Mujeres;Varicella and herpes zoster;0,0069;-0,1125
Alemania;20 a 30 años;Mujeres;Malaria;0,07761;0,19498
Alemania;20 a 30 años;Mujeres;Chagas disease;0,14698;0,17729
Alemania;20 a 30 años;Mujeres;Leishmaniasis;0,13082;0,08572
Alemania;20 a 30 años;Mujeres;African trypanosomiasis;0,07378;-0,07582
Alemania;20 a 30 años;Mujeres;Schistosomiasis;0,00836;-0,12846
Alemania;20 a 30 años;Mujeres;Cysticercosis;0,08323;0,11337
Alemania;20 a 30 años;Mujeres;Cystic echinococcosis;0,13384;-0,12186
Alemania;20 a 30 años;Mujeres;Lymphatic filariasis;0,00661;0,1264
Alemania;20 a 30 años;Mujeres;Onchocerciasis;0,06226;-0,00077
Alemania;20 a 30 años;Mujeres;Trachoma;0,09487;-0,0669
Alemania;20 a 30 años;Mujeres;Dengue;0,1048;0,17493
Alemania;20 a 30 años;Mujeres;Yellow fever;0,13481;0,01988
Alemania;20 a 30 años;Mujeres;Rabies;0,12191;-0,04579
Alemania;20 a 30 años;Mujeres;Intestinal nematode infections;0,02439;0,1069
Alemania;20 a 30 años;Mujeres;Food-borne trematodiases;0,08665;-0,06957
Alemania;20 a 30 años;Mujeres;Other neglected tropical diseases;0,05163;0,16225
Alemania;20 a 30 años;Mujeres;Maternal disorders;0,049;0,10286
Alemania;20 a 30 años;Mujeres;Neonatal disorders;0,10679;-0,04744
Alemania;20 a 30 años;Mujeres;Protein-energy malnutrition;0,04199;-0,15917
Alemania;20 a 30 años;Mujeres;Iodine deficiency;0,04617;-0,07757
Alemania;20 a 30 años;Mujeres;Vitamin A deficiency;0,0806;0,17614
Alemania;20 a 30 años;Mujeres;Dietary iron deficiency;0,14167;-0,14072
Alemania;20 a 30 años;Mujeres;Other nutritional deficiencies;0,01083;0,09711
Alemania;20 a 30 años;Mujeres;Sexually transmitted infections excluding HIV;0,0836;0,10701
Alemania;20 a 30 años;Mujeres;Acute hepatitis;0,00418;-0,02673
Alemania;20 a 30 años;Mujeres;Leprosy;0,02971;-0,0025
Alemania;20 a 30 años;Mujeres;Other unspecified infectious diseases;0,15478;0,10545
Alemania;20 a 30 años;Mujeres;Esophageal cancer;0,08711;-0,12563
Alemania;20 a 30 años;Mujeres;Stomach cancer;0,10903;0,19093
Alemania;20 a 30 años;Mujeres;Liver cancer;0,12044;0,15414
Alemania;20 a 30 años;Mujeres;Larynx cancer;0,00099;0,16011
Alemania;20 a 30 años;Mujeres;Tracheal, bronchus, and lung cancer;0,03708;0,16141
Alemania;20 a 30 años;Mujeres;Breast cancer;0,05568;-0,04013
Alemania;20 a 30 años;Mujeres;Cervical cancer;0,02337;-0,08187
Alemania;20 a 30 años;Mujeres;Uterine cancer;0,06085;0,01198
Alemania;20 a 30 años;Mujeres;Prostate cancer;0,10599;0,0292
Alemania;20 a 30 años;Mujeres;Colon and rectum cancer;0,13867;-0,18083
Alemania;20 a 30 años;Mujeres;Lip and oral cavity cancer;0,0476;0,17612
Alemania;20 a 30 años;Mujeres;Nasopharynx cancer;0,09639;0,02295
Alemania;20 a 30 años;Mujeres;Other pharynx cancer;0,11751;0,14792
Alemania;20 a 30 años;Mujeres;Gallbladder and biliary tract cancer;0,04578;-0,10509
Alemania;20 a 30 años;Mujeres;Pancreatic cancer;0,09477;0,02249
Alemania;20 a 30 años;Mujeres;Malignant skin melanoma;0,00292;0,13226
Alemania;20 a 30 años;Mujeres;Non-melanoma skin cancer;0,03753;0,09343
Alemania;20 a 30 años;Mujeres;Ovarian cancer;0,02082;0,03283
Alemania;20 a 30 años;Mujeres;Testicular cancer;0,04952;0,10282
Alemania;20 a 30 años;Mujeres;Kidney cancer;0,15146;-0,08569
Alemania;20 a 30 años;Mujeres;Bladder cancer;0,09742;-0,18116
Alemania;20 a 30 años;Mujeres;Brain and nervous system cancer;0,09508;-0,03177
Alemania;20 a 30 años;Mujeres;Thyroid cancer;0,06479;0,14154
Alemania;20 a 30 años;Mujeres;Mesothelioma;0,02366;-0,08545
Alemania;20 a 30 años;Mujeres;Hodgkin lymphoma;0,01215;-0,08432
Alemania;20 a 30 años;Mujeres;Non-Hodgkin lymphoma;0,08511;-0,02353
Alemania;20 a 30 años;Mujeres;Multiple myeloma;0,04412;-0,00202
Alemania;20 a 30 años;Mujeres;Leukemia;0,13764;0,08465
Alemania;20 a 30 años;Mujeres;Other malignant neoplasms;0,05541;-0,0305
Alemania;20 a 30 años;Mujeres;Other neoplasms;0,08881;-0,03256
Alemania;20 a 30 años;Mujeres;Rheumatic heart disease;0,05376;0,06972
Alemania;20 a 30 años;Mujeres;Ischemic heart disease;0,15283;0,11582
Alemania;20 a 30 años;Mujeres;Stroke;0,11427;0,12227
Alemania;20 a 30 años;Mujeres;Hypertensive heart disease;0,15901;-0,01395
Alemania;20 a 30 años;Mujeres;Cardiomyopathy and myocarditis;0,02222;0,14976
Alemania;20 a 30 años;Mujeres;Atrial fibrillation and flutter;0,07019;0,18832
Alemania;20 a 30 años;Mujeres;Aortic aneurysm;0,02642;0,10206
Alemania;20 a 30 años;Mujeres;Peripheral artery disease;0,04022;0,07871
Alemania;20 a 30 años;Mujeres;Endocarditis;0,04472;-0,03605
Alemania;20 a 30 años;Mujeres;Non-rheumatic valvular heart disease;0,02726;-0,0488
Alemania;20 a 30 años;Mujeres;Other cardiovascular and circulatory diseases;0,12817;0,05308
Alemania;20 a 30 años;Mujeres;Chronic obstructive pulmonary disease;0,0843;-0,0581
Alemania;20 a 30 años;Mujeres;Pneumoconiosis;0,08919;0,05469
Alemania;20 a 30 años;Mujeres;Asthma;0,08507;0,00464
Alemania;20 a 30 años;Mujeres;Interstitial lung disease and pulmonary sarcoidosis;0,10995;-0,08845
Alemania;20 a 30 años;Mujeres;Other chronic respiratory diseases;0,03388;0,00846
Alemania;20 a 30 años;Mujeres;Cirrhosis and other chronic liver diseases;0,06355;-0,12974
Alemania;20 a 30 años;Mujeres;Appendicitis;0,06541;-0,02027
Alemania;20 a 30 años;Mujeres;Paralytic ileus and intestinal obstruction;0,04054;-0,01794
Alemania;20 a 30 años;Mujeres;Inguinal, femoral, and abdominal hernia;0,02067;-0,10756
Alemania;20 a 30 años;Mujeres;Inflammatory bowel disease;0,06711;0,18806
Alemania;20 a 30 años;Mujeres;Vascular intestinal disorders;0,00301;0,09489
Alemania;20 a 30 años;Mujeres;Gallbladder and biliary diseases;0,03954;0,19262
Alemania;20 a 30 años;Mujeres;Pancreatitis;0,14551;0,01028
Alemania;20 a 30 años;Mujeres;Other digestive diseases;0,07093;0,05383
Alemania;20 a 30 años;Mujeres;Alzheimer's disease and other dementias;0,11835;-0,09988
Alemania;20 a 30 años;Mujeres;Parkinson's disease;0,01091;0,01399
Alemania;20 a 30 años;Mujeres;Epilepsy;0,0032;0,07244
Alemania;20 a 30 años;Mujeres;Multiple sclerosis;0,12059;-0,02859
Alemania;20 a 30 años;Mujeres;Motor neuron disease;0,03082;0,13928
Alemania;20 a 30 años;Mujeres;Other neurological disorders;0,10771;0,13153
Alemania;20 a 30 años;Mujeres;Schizophrenia;0,03461;0,06369
Alemania;20 a 30 años;Mujeres;Alcohol use disorders;0,02411;0,11733
Alemania;20 a 30 años;Mujeres;Drug use disorders;0,03053;0,05322
Alemania;20 a 30 años;Mujeres;Depressive disorders;0,06447;0,12232
Alemania;20 a 30 años;Mujeres;Bipolar disorder;0,13571;0,17934
Alemania;20 a 30 años;Mujeres;Anxiety disorders;0,05646;0,05602
Alemania;20 a 30 años;Mujeres;Eating disorders;0,07378;0,16496
Alemania;20 a 30 años;Mujeres;Autism spectrum disorders;0,12911;0,1835
Alemania;20 a 30 años;Mujeres;Attention-deficit/hyperactivity disorder;0,13969;0,19225
Alemania;20 a 30 años;Mujeres;Conduct disorder;0,06865;0,07795
Alemania;20 a 30 años;Mujeres;Idiopathic developmental intellectual disability;0,10384;-0,11465
Alemania;20 a 30 años;Mujeres;Other mental disorders;0,15704;-0,06813
Alemania;20 a 30 años;Mujeres;Diabetes mellitus;0,06922;0,03777
Alemania;20 a 30 años;Mujeres;Acute glomerulonephritis;0,03465;0,13954
Alemania;20 a 30 años;Mujeres;Chronic kidney disease;0,10222;0,18343
Alemania;20 a 30 años;Mujeres;Urinary diseases and male infertility;0,08633;-0,0934
Alemania;20 a 30 años;Mujeres;Gynecological diseases;0,14183;0,17694
Alemania;20 a 30 años;Mujeres;Hemoglobinopathies and hemolytic anemias;0,06712;-0,02994
Alemania;20 a 30 años;Mujeres;Endocrine, metabolic, blood, and immune disorders;0,03239;0,06451
Alemania;20 a 30 años;Mujeres;Rheumatoid arthritis;0,02112;0,03553
Alemania;20 a 30 años;Mujeres;Osteoarthritis;0,00119;-0,06665
Alemania;20 a 30 años;Mujeres;Low back pain;0,09308;-0,01556
Alemania;20 a 30 años;Mujeres;Neck pain;0,09406;0,16261
Alemania;20 a 30 años;Mujeres;Gout;0,08122;0,04904
Alemania;20 a 30 años;Mujeres;Other musculoskeletal disorders;0,02103;0,15817
Alemania;20 a 30 años;Mujeres;Congenital birth defects;0,09725;-0,02008
Alemania;20 a 30 años;Mujeres;Dermatitis;0,13425;-0,03207
Alemania;20 a 30 años;Mujeres;Psoriasis;0,10909;-0,10132
Alemania;20 a 30 años;Mujeres;Scabies;0,06039;0,0098
Alemania;20 a 30 años;Mujeres;Fungal skin diseases;0,01311;-0,13863
Alemania;20 a 30 años;Mujeres;Viral skin diseases;0,01901;-0,16662
Alemania;20 a 30 años;Mujeres;Acne vulgaris;0,07783;0,03067
Alemania;20 a 30 años;Mujeres;Alopecia areata;0,07373;-0,11094
Alemania;20 a 30 años;Mujeres;Pruritus;0,09703;0,16952
Alemania;20 a 30 años;Mujeres;Urticaria;0,1246;-0,16197
Alemania;20 a 30 años;Mujeres;Decubitus ulcer;0,03052;-0,10267
Alemania;20 a 30 años;Mujeres;Other skin and subcutaneous diseases;0,12093;-0,08686
Alemania;20 a 30 años;Mujeres;Age-related and other hearing loss;0,10766;0,11889
Alemania;20 a 30 años;Mujeres;Other sense organ diseases;0,11495;0,0369
Alemania;20 a 30 años;Mujeres;Oral disorders;0,15431;0,1854
Alemania;20 a 30 años;Mujeres;Sudden infant death syndrome;0,03047;0,1226
Alemania;20 a 30 años;Mujeres;Road injuries;0,15858;-0,13407
Alemania;20 a 30 años;Mujeres;Other transport injuries;0,0781;-0,06976
Alemania;20 a 30 años;Mujeres;Falls;0,15139;0,16
Alemania;20 a 30 años;Mujeres;Drowning;0,14209;-0,18036
Alemania;20 a 30 años;Mujeres;Fire, heat, and hot substances;0,09383;0,06469
Alemania;20 a 30 años;Mujeres;Poisonings;0,11068;-0,04864
Alemania;20 a 30 años;Mujeres;Exposure to mechanical forces;0,06902;-0,13436
Alemania;20 a 30 años;Mujeres;Adverse effects of medical treatment;0,11148;-0,11314
Alemania;20 a 30 años;Mujeres;Animal contact;0,03473;-0,10272
Alemania;20 a 30 años;Mujeres;Foreign body;0,0263;0,1893
Alemania;20 a 30 años;Mujeres;Other unintentional injuries;0,0919;0,17516
Alemania;20 a 30 años;Mujeres;Self-harm;0,00865;-0,10099
Alemania;20 a 30 años;Mujeres;Interpersonal violence;0,11024;-0,08953
Alemania;20 a 30 años;Mujeres;Exposure to forces of nature;0,13383;0,11673
Alemania;20 a 30 años;Mujeres;Environmental heat and cold exposure;0,10982;0,05912
Alemania;20 a 30 años;Mujeres;Ebola;0,01077;-0,10209
Alemania;20 a 30 años;Mujeres;Executions and police conflict;0,13188;-0,08491
Alemania;20 a 30 años;Mujeres;Zika virus;0,0699;0,09199
Alemania;20 a 30 años;Mujeres;Guinea worm disease;0,02167;0,18545
Alemania;20 a 30 años;Mujeres;Conflict and terrorism;0,14409;0,02054
Alemania;20 a 30 años;Mujeres;Typhoid and paratyphoid;0,0109;-0,16882
Alemania;20 a 30 años;Mujeres;Invasive Non-typhoidal Salmonella (iNTS);0,08713;0,10726
Alemania;20 a 30 años;Mujeres;Headache disorders;0,13446;0,14875
Alemania;20 a 30 años;Mujeres;Bacterial skin diseases;0,09127;-0,11199
Alemania;20 a 30 años;Mujeres;Blindness and vision impairment;0,00038;0,07745
Alemania;20 a 30 años;Mujeres;Upper digestive system diseases;0,01482;-0,15435
Alemania;20 a 30 años;Hombres;Tuberculosis;0,0932;-0,08389
Alemania;20 a 30 años;Hombres;HIV/AIDS;0,07111;-0,16708
Alemania;20 a 30 años;Hombres;Diarrheal diseases;0,12956;0,11034
Alemania;20 a 30 años;Hombres;Other intestinal infectious diseases;0,10475;-0,14272
Alemania;20 a 30 años;Hombres;Lower respiratory infections;0,08582;0,17366
Alemania;20 a 30 años;Hombres;Upper respiratory infections;0,10971;0,1841
Alemania;20 a 30 años;Hombres;Otitis media;0,04406;0,17695
Alemania;20 a 30 años;Hombres;Meningitis;0,09279;-0,15625
Alemania;20 a 30 años;Hombres;Encephalitis;0,11634;0,11088
Alemania;20 a 30 años;Hombres;Diphtheria;0,12445;-0,10177
Alemania;20 a 30 años;Hombres;Whooping cough;0,10896;0,04551
Alemania;20 a 30 años;Hombres;Tetanus;0,02265;-0,05866
Alemania;20 a 30 años;Hombres;Measles;0,06432;-0,11971
Alemania;20 a 30 años;Hombres;Varicella and herpes zoster;0,13997;0,13363
Alemania;20 a 30 años;Hombres;Malaria;0,12102;0,01547
Alemania;20 a 30 años;Hombres;Chagas disease;0,13849;0,10303
Alemania;20 a 30 años;Hombres;Leishmaniasis;0,13345;0,07628
Alemania;20 a 30 años;Hombres;African trypanosomiasis;0,15603;0,04227
Alemania;20 a 30 años;Hombres;Schistosomiasis;0,03068;0,14468
Alemania;20 a 30 años;Hombres;Cysticercosis;0,02582;-0,1009
Alemania;20 a 30 años;Hombres;Cystic echinococcosis;0,14716;-0,07622
Alemania;20 a 30 años;Hombres;Lymphatic filariasis;0,00915;0,1934
Alemania;20 a 30 años;Hombres;Onchocerciasis;0,03995;-0,09767
Alemania;20 a 30 años;Hombres;Trachoma;0,08236;-0,03291
Alemania;20 a 30 años;Hombres;Dengue;0,12589;-0,11758
Alemania;20 a 30 años;Hombres;Yellow fever;0,08946;0,02046
Alemania;20 a 30 años;Hombres;Rabies;0,1082;0,19145
Alemania;20 a 30 años;Hombres;Intestinal nematode infections;0,14531;0,17708
Alemania;20 a 30 años;Hombres;Food-borne trematodiases;0,0347;-0,09712
Alemania;20 a 30 años;Hombres;Other neglected tropical diseases;0,04307;-0,05424
Alemania;20 a 30 años;Hombres;Maternal disorders;0,00025;0,07172
Alemania;20 a 30 años;Hombres;Neonatal disorders;0,0069;0,02239
Alemania;20 a 30 años;Hombres;Protein-energy malnutrition;0,01069;-0,02048
Alemania;20 a 30 años;Hombres;Iodine deficiency;0,06193;0,02967
Alemania;20 a 30 años;Hombres;Vitamin A deficiency;0,13668;-0,05653
Alemania;20 a 30 años;Hombres;Dietary iron deficiency;0,13527;-0,13318
Alemania;20 a 30 años;Hombres;Other nutritional deficiencies;0,05975;0,10993
Alemania;20 a 30 años;Hombres;Sexually transmitted infections excluding HIV;0,00588;0,16859
Alemania;20 a 30 años;Hombres;Acute hepatitis;0,11465;-0,04402
Alemania;20 a 30 años;Hombres;Leprosy;0,03291;0,00682
Alemania;20 a 30 años;Hombres;Other unspecified infectious diseases;0,12474;0,15768
